concept_id,Extended_ID,Compact_ID,Mini_ID,ICD10-Block,ICD10-Chapter,Ethiopia Extended Name,Ethiopia Compact Name,Ethiopia Mini Name,Discrepancy among Ethiopia Names,Stripped Name,Ethiopia Name: Harmonized,Final-Name,Changes made to name? Yes/No,Notes on Final Name,WHO_ID,Orginal ICD10 Match: WHO_ID,ICD10 Match: Stripped Name,Discrepancy between ICD10 Match,Final ICD-10 Map Type,Final ICD-10 Map,Reference Only: ICD-10 Name,Change made to ICD-10 Map (based on WHO_ID)? Yes/No,Notes on Final ICD-10 Map,SAME-AS CIEL Map (Optional),SAME-AS ICD-10-CM Mapping (Optional),Secondary Mapping to WHO ICD-10 (Optional),Additional FMOH Action Recommended,Recommended Action for FMOH,Consolidated Review History
1492,1492,1329,383,P35,Perinatal Period,Sepsis (Other bacterial sepsis of newborn),Sepsis (Other bacterial sepsis of newborn),Sepsis (Other bacterial sepsis of newborn),No,Other bacterial sepsis of newborn,Sepsis (Other bacterial sepsis of newborn),Sepsis (Other bacterial sepsis of newborn),No,,7138,P36.8,P36.8,No,Same As,P36.8,Other bacterial sepsis of newborn,No,,,,,No,,
1493,1493,1330,,P35,Perinatal Period,"Sepsis (Bacterial sepsis of newborn, unspecified)","Sepsis (Bacterial sepsis of newborn, unspecified)",,No,"Bacterial sepsis of newborn, unspecified","Sepsis (Bacterial sepsis of newborn, unspecified)","Sepsis (Bacterial sepsis of newborn, unspecified)",No,,7139,P36.9,P36.9,No,Same As,P36.9,"Bacterial sepsis of newborn, unspecified",No,,,,,No,,
1494,1494,1331,,P35,Perinatal Period,Congenital tuberculosis,Congenital tuberculosis,,No,Congenital tuberculosis,Congenital tuberculosis,Congenital tuberculosis,No,,7141,P37.0,P37.0,No,Same As,P37.0,Congenital tuberculosis,No,,,,,No,,
1495,1495,1332,,P35,Perinatal Period,Congenital falciparum malaria,Congenital falciparum malaria,,No,Congenital falciparum malaria,Congenital falciparum malaria,Congenital falciparum malaria,No,,7144,P37.3,P37.3,No,Same As,P37.3,Congenital falciparum malaria,No,,,,,No,,
1496,1496,1333,,P35,Perinatal Period,Neonatal candidiasis,Neonatal candidiasis,,No,Neonatal candidiasis,Neonatal candidiasis,Neonatal candidiasis,No,,7146,P37.5,P37.5,No,Same As,P37.5,Neonatal candidiasis,No,,,,,No,,
1497,1497,1334,,P35,Perinatal Period,Osteoarthritis (Other infections specific to the perinatal period),Osteoarthritis (Other infections specific to the perinatal period),,No,Other infections specific to the perinatal period,Osteoarthritis (Other infections specific to the perinatal period),Osteoarthritis (Other infections specific to the perinatal period),No,,7150,P39.-,P39.-,No,Same As,P39.9,"Infection specific to the perinatal period, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,No,,
1498,1498,1335,,P35,Perinatal Period,Dacryocystitis (Neonatal conjunctivitis and dacryocystitis),Dacryocystitis (Neonatal conjunctivitis and dacryocystitis),,No,Neonatal conjunctivitis and dacryocystitis,Dacryocystitis (Neonatal conjunctivitis and dacryocystitis),Neonatal Dacrocystitis,Yes,"Modified to ""Neonatal Dacrocystitis"" based on FMOH and informatics review",7152,P39.1,P39.1,No,Narrower Than,P39.1,Neonatal conjunctivitis and dacryocystitis,No,,133412,,,Yes,Confirm modified and narrower than map to P39.1,"DT: Possible duplicate code. Extended code ""1498 Dacryocystitis (Neonatal conjunctivitis and dacryocystitis)"" appears to be identical to extended code ""1499 Neonatal conjunctivitis and dacryocystitis"". Suggest removing one of these codes. Please confirm.

FMOH: not a duplicate

DT: Perform clinical review - suggest new, custom ICD-10 code for just ""Dacryocystitis"" as a more specific code for P39.1 ""Neonatal conjunctivitis and dacryocystitis""

ASK: Apparently a header term is being used again. Dacryocystitis is a separate condition and is mapped to ICD . It not specified as neonatal, however. A better term would be Neonatal Dacryocystitis which is CIEL 133412.

JP: Resolved"
1499,1499,1336,384,P35,Perinatal Period,Neonatal conjunctivitis and dacryocystitis,Neonatal conjunctivitis and dacryocystitis,Neonatal conjunctivitis and dacryocystitis,No,Neonatal conjunctivitis and dacryocystitis,Neonatal conjunctivitis and dacryocystitis,Neonatal conjunctivitis and dacryocystitis,No,,7152,P39.1,P39.1,No,Same As,P39.1,Neonatal conjunctivitis and dacryocystitis,No,,,,,Yes,Confirm same as map to P39.1 along with #1498,"DT: Possible duplicate code. Extended code ""1498 Dacryocystitis (Neonatal conjunctivitis and dacryocystitis)"" appears to be identical to extended code ""1499 Neonatal conjunctivitis and dacryocystitis"". Suggest removing one of these codes. Please confirm.

FMOH: Dx found from Survey as separate entity; remove the one in the braket, thus Ex_ID 1498 should be Dacryocystitis

DT: No action needed

JP: Resolved"
1500,1500,1337,,P35,Perinatal Period,Neonatal urinary tract infection,Neonatal urinary tract infection,,No,Neonatal urinary tract infection,Neonatal urinary tract infection,Neonatal urinary tract infection,No,,7154,P39.3,P39.3,No,Same As,P39.3,Neonatal urinary tract infection,No,,,,,No,,
1501,1501,1338,,P35,Perinatal Period,Neonatal skin infection,Neonatal skin infection,,No,Neonatal skin infection,Neonatal skin infection,Neonatal skin infection,No,,7155,P39.4,P39.4,No,Same As,P39.4,Neonatal skin infection,No,,,,,No,,
1502,1502,1339,,P50,Perinatal Period,Fetal blood loss,Fetal blood loss,,No,Fetal blood loss,Fetal blood loss,Fetal blood loss,No,,7158,P50.-,P50.-,No,Same As,P50.9,"Fetal blood loss, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,No,,
1503,1503,1340,,P50,Perinatal Period,Umbilical haemorrhage of newborn,Umbilical haemorrhage of newborn,,No,Umbilical haemorrhage of newborn,Umbilical haemorrhage of newborn,Umbilical haemorrhage of newborn,No,,7167,P51.-,P51.-,No,Same As,P51.9,"Umbilical haemorrhage of newborn, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,No,,
1504,1504,1341,,P50,Perinatal Period,"Neonatal haemorrhage, unspecified","Neonatal haemorrhage, unspecified",,No,"Neonatal haemorrhage, unspecified","Neonatal haemorrhage, unspecified","Neonatal haemorrhage, unspecified",No,,7191,P54.9,P54.9,No,Same As,P54.9,"Neonatal haemorrhage, unspecified",No,,,,,No,,
1505,1505,1342,385,P50,Perinatal Period,"Isoimmunization, Rh (Rh isoimmunization of fetus and newborn)","Isoimmunization, Rh (Rh isoimmunization of fetus and newborn)","Isoimmunization, Rh (Rh isoimmunization of fetus and newborn)",No,Rh isoimmunization of fetus and newborn,"Isoimmunization, Rh (Rh isoimmunization of fetus and newborn)","Isoimmunization, Rh (Rh isoimmunization of fetus and newborn)",No,,7193,P55.0,P55.0,No,Same As,P55.0,Rh isoimmunization of fetus and newborn,No,,,,,No,,
1506,1506,1343,386,P50,Perinatal Period,"Isoimmunization, ABO (ABO isoimmunization of fetus and newborn)","Isoimmunization, ABO (ABO isoimmunization of fetus and newborn)","Isoimmunization, ABO (ABO isoimmunization of fetus and newborn)",No,ABO isoimmunization of fetus and newborn,"Isoimmunization, ABO (ABO isoimmunization of fetus and newborn)","Isoimmunization, ABO (ABO isoimmunization of fetus and newborn)",No,,7194,P55.1,P55.1,No,Same As,P55.1,ABO isoimmunization of fetus and newborn,No,,,,,No,,
1507,1507,1344,,P50,Perinatal Period,Kernicterus,Kernicterus,,No,Kernicterus,Kernicterus,Kernicterus,No,,7200,P57.-,P57.-,No,Same As,P57.9,"Kernicterus, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,No,,
1508,1508,1345,,P50,Perinatal Period,Kernicterus due to isoimmunization,Kernicterus due to isoimmunization,,No,Kernicterus due to isoimmunization,Kernicterus due to isoimmunization,Kernicterus due to isoimmunization,No,,7201,P57.0,P57.0,No,Same As,P57.0,Kernicterus due to isoimmunization,No,,,,,No,,
1509,1509,1346,,P50,Perinatal Period,Neonatal jaundice due to bruising,Neonatal jaundice due to bruising,,No,Neonatal jaundice due to bruising,Neonatal jaundice due to bruising,Neonatal jaundice due to bruising,No,,7205,P58.0,P58.0,No,Same As,P58.0,Neonatal jaundice due to bruising,No,,,,,No,,
1510,1510,1347,,P50,Perinatal Period,Neonatal jaundice due to bleeding,Neonatal jaundice due to bleeding,,No,Neonatal jaundice due to bleeding,Neonatal jaundice due to bleeding,Neonatal jaundice due to bleeding,No,,7206,P58.1,P58.1,No,Same As,P58.1,Neonatal jaundice due to bleeding,No,,,,,No,,
1511,1511,1348,,P50,Perinatal Period,Neonatal jaundice due to infection,Neonatal jaundice due to infection,,No,Neonatal jaundice due to infection,Neonatal jaundice due to infection,Neonatal jaundice due to infection,No,,7207,P58.2,P58.2,No,Same As,P58.2,Neonatal jaundice due to infection,No,,,,,No,,
1512,1512,1349,,P50,Perinatal Period,Neonatal jaundice due to polycythaemia,Neonatal jaundice due to polycythaemia,,No,Neonatal jaundice due to polycythaemia,Neonatal jaundice due to polycythaemia,Neonatal jaundice due to polycythaemia,No,,7208,P58.3,P58.3,No,Same As,P58.3,Neonatal jaundice due to polycythaemia,No,,,,,No,,
1513,1513,1350,,P50,Perinatal Period,Neonatal jaundice due to swallowed maternal blood,Neonatal jaundice due to swallowed maternal blood,,No,Neonatal jaundice due to swallowed maternal blood,Neonatal jaundice due to swallowed maternal blood,Neonatal jaundice due to swallowed maternal blood,No,,7210,P58.5,P58.5,No,Same As,P58.5,Neonatal jaundice due to swallowed maternal blood,No,,,,,No,,
1514,1514,1351,,P50,Perinatal Period,Neonatal jaundice from other and unspecified causes,Neonatal jaundice from other and unspecified causes,,No,Neonatal jaundice from other and unspecified causes,Neonatal jaundice from other and unspecified causes,Neonatal jaundice from other and unspecified causes,No,,7213,P59.-,P59.-,No,Same As,P59.9,"Neonatal jaundice, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1517,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
1515,1515,1352,387,P50,Perinatal Period,Jaundice (Neonatal jaundice associated with preterm delivery),Jaundice (Neonatal jaundice associated with preterm delivery),Jaundice (Neonatal jaundice associated with preterm delivery),No,Neonatal jaundice associated with preterm delivery,Jaundice (Neonatal jaundice associated with preterm delivery),Jaundice (Neonatal jaundice associated with preterm delivery),No,,7214,P59.0,P59.0,No,Same As,P59.0,Neonatal jaundice associated with preterm delivery,No,,,,,No,,
1516,1516,1353,,P50,Perinatal Period,Inspissated bile syndrome,Inspissated bile syndrome,,No,Inspissated bile syndrome,Inspissated bile syndrome,Inspissated bile syndrome,No,,7215,P59.1,P59.1,No,Same As,P59.1,Inspissated bile syndrome,No,,,,,No,,
1517,1517,1354,388,P50,Perinatal Period,"Jaundice (Neonatal jaundice, unspecified)","Jaundice (Neonatal jaundice, unspecified)","Jaundice (Neonatal jaundice, unspecified)",No,"Neonatal jaundice, unspecified","Jaundice (Neonatal jaundice, unspecified)","Jaundice (Neonatal jaundice, unspecified)",No,,7219,P59.9,P59.9,No,Same As,P59.9,"Neonatal jaundice, unspecified",No,,,,,No,,
1518,1518,1355,,P50,Perinatal Period,Disseminated intravascular coagulation of fetus and newborn,Disseminated intravascular coagulation of fetus and newborn,,No,Disseminated intravascular coagulation of fetus and newborn,Disseminated intravascular coagulation of fetus and newborn,Disseminated intravascular coagulation of fetus and newborn,No,,7220,P60,P60,No,Same As,P60,Disseminated intravascular coagulation of fetus and newborn,No,,,,,No,,
1519,1519,1356,,P50,Perinatal Period,Polycythaemia neonatorum,Polycythaemia neonatorum,,No,Polycythaemia neonatorum,Polycythaemia neonatorum,Polycythaemia neonatorum,No,,7223,P61.1,P61.1,No,Same As,P61.1,Polycythaemia neonatorum,No,,,,,No,,
1520,1520,1357,,P50,Perinatal Period,Anaemia of prematurity,Anaemia of prematurity,,No,Anaemia of prematurity,Anaemia of prematurity,Anaemia of prematurity,No,,7224,P61.2,P61.2,No,Same As,P61.2,Anaemia of prematurity,No,,,,,No,,
1521,1521,1358,,P50,Perinatal Period,"Perinatal haematological disorder, unspecified","Perinatal haematological disorder, unspecified",,No,"Perinatal haematological disorder, unspecified","Perinatal haematological disorder, unspecified","Perinatal haematological disorder, unspecified",No,,7230,P61.9,P61.9,No,Same As,P61.9,"Perinatal haematological disorder, unspecified",No,,,,,No,,
1522,1522,1359,,P70,Perinatal Period,Neonatal diabetes mellitus,Neonatal diabetes mellitus,,No,Neonatal diabetes mellitus,Neonatal diabetes mellitus,Neonatal diabetes mellitus,No,,7234,P70.2,P70.2,No,Same As,P70.2,Neonatal diabetes mellitus,No,,,,,No,,
1523,1523,1360,,P70,Perinatal Period,Iatrogenic neonatal hypoglycaemia,Iatrogenic neonatal hypoglycaemia,,No,Iatrogenic neonatal hypoglycaemia,Iatrogenic neonatal hypoglycaemia,Iatrogenic neonatal hypoglycaemia,No,,7235,P70.3,P70.3,No,Same As,P70.3,Iatrogenic neonatal hypoglycaemia,No,,,,,No,,
1524,1524,1361,,P70,Perinatal Period,Other neonatal hypoglycaemia,Other neonatal hypoglycaemia,,No,Other neonatal hypoglycaemia,Other neonatal hypoglycaemia,Other neonatal hypoglycaemia,No,,7236,P70.4,P70.4,No,Same As,P70.4,Other neonatal hypoglycaemia,No,,,,,No,,
1525,1525,1362,,P70,Perinatal Period,Dehydration of newborn,Dehydration of newborn,,No,Dehydration of newborn,Dehydration of newborn,Dehydration of newborn,No,,7255,P74.1,P74.1,No,Same As,P74.1,Dehydration of newborn,No,,,,,No,,
1526,1526,1363,389,P75,Perinatal Period,"Intestinal obstruction (Intestinal obstruction of newborn, unspecified)","Intestinal obstruction (Intestinal obstruction of newborn, unspecified)","Intestinal obstruction (Intestinal obstruction of newborn, unspecified)",No,"Intestinal obstruction of newborn, unspecified","Intestinal obstruction (Intestinal obstruction of newborn, unspecified)","Intestinal obstruction (Intestinal obstruction of newborn, unspecified)",No,,7268,P76.9,P76.9,No,Same As,P76.9,"Intestinal obstruction of newborn, unspecified",No,,,,,No,,
1527,1527,1364,,P75,Perinatal Period,Noninfective neonatal diarrhoea,Noninfective neonatal diarrhoea,,No,Noninfective neonatal diarrhoea,Noninfective neonatal diarrhoea,Noninfective neonatal diarrhoea,No,,7274,P78.3,P78.3,No,Same As,P78.3,Noninfective neonatal diarrhoea,No,,,,,No,,
1528,1528,1365,,P75,Perinatal Period,"Perinatal digestive system disorder, unspecified","Perinatal digestive system disorder, unspecified",,No,"Perinatal digestive system disorder, unspecified","Perinatal digestive system disorder, unspecified","Perinatal digestive system disorder, unspecified",No,,7276,P78.9,P78.9,No,Same As,P78.9,"Perinatal digestive system disorder, unspecified",No,,,,,No,,
1529,1529,1366,,P80,Perinatal Period,Hypothermia of newborn,Hypothermia of newborn,,No,Hypothermia of newborn,Hypothermia of newborn,Hypothermia of newborn,No,,7277,P80.-,P80.-,No,Same As,P80.9,"Hypothermia of newborn, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,No,,
1530,1530,1367,,P80,Perinatal Period,Cold injury syndrome,Cold injury syndrome,,No,Cold injury syndrome,Cold injury syndrome,Cold injury syndrome,No,,7278,P80.0,P80.0,No,Same As,P80.0,Cold injury syndrome,No,,,,,No,,
1531,1531,1368,,P90,Perinatal Period,Convulsions of newborn,Convulsions of newborn,,No,Convulsions of newborn,Convulsions of newborn,Convulsions of newborn,No,,7295,P90,P90,No,Same As,P90,Convulsions of newborn,No,,,,,No,,
1532,1532,1369,,P90,Perinatal Period,Neonatal coma,Neonatal coma,,No,Neonatal coma,Neonatal coma,Neonatal coma,No,,7302,P91.5,P91.5,No,Same As,P91.5,Neonatal coma,No,,,,,No,,
1533,1533,1370,390,P90,Perinatal Period,Feeding problems of newborn,Feeding problems of newborn,Feeding problems of newborn,No,Feeding problems of newborn,Feeding problems of newborn,Feeding problems of newborn,No,,7306,P92.-,P92.-,No,Same As,P92.9,"Feeding problem of newborn, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1539,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
